City_ID,name,lat,lon,temp_max,humidity,all,speed,country,dt
366,cuyo,10.8525,121.0086,299.97,85,44,6.24,PH,1709743474
367,sakakah,29.9697,40.2064,296.91,24,0,4.46,SA,1709743239
368,machilipatnam,16.1667,81.1333,297.59,74,18,4.37,IN,1709743477
369,eyl,7.9803,49.8164,300.15,78,0,4.73,SO,1709743478
370,laguna,38.421,-121.4238,286.12,78,100,0.0,US,1709743479
371,ulanhot,46.0833,122.0833,266.06,60,75,2.98,CN,1709743480
372,warwick,41.7001,-71.4162,285.58,83,100,5.14,US,1709743243
373,itoman,26.1247,127.6694,293.58,74,100,7.72,JP,1709743482
374,saint-laurent-du-maroni,5.5039,-54.0289,301.33,79,99,2.61,GF,1709743428
375,kudahuvadhoo,2.6708,72.8944,301.29,76,78,4.82,MV,1709743483
376,masindi,1.6744,31.715,296.65,62,16,0.5,UG,1709743484
377,visby,57.6409,18.296,275.39,75,0,3.09,SE,1709743351
378,leh,34.1667,77.5833,257.49,85,95,1.67,IN,1709743486
379,severobaykal'sk,55.65,109.3167,257.32,91,80,2.44,RU,1709743487
380,mitchell,43.7094,-98.0298,284.12,34,20,6.69,US,1709743488
381,chimoio,-19.1164,33.4833,305.07,55,20,3.78,MZ,1709743489
382,turpan,42.9333,89.1667,278.53,22,0,1.43,CN,1709743490
383,la'ie,21.6477,-157.9253,294.6,81,45,4.47,US,1709743491
384,axim,4.8699,-2.2405,301.86,78,100,4.81,GH,1709743491
385,tsiombe,-25.3,45.4833,297.04,95,100,4.56,MG,1709743492
386,tvoroyri,61.5556,-6.8111,279.8,82,99,11.17,FO,1709743493
387,huarmey,-10.0681,-78.1522,299.47,72,92,4.72,PE,1709743494
388,jiwani,25.05,61.7417,295.16,80,67,4.11,PK,1709743495
389,karema,-6.8205,30.4389,294.84,84,100,1.48,TZ,1709743496
390,akureyri,65.6835,-18.0878,277.11,75,0,1.03,IS,1709743365
391,nemuro,43.3236,145.575,270.19,74,76,7.21,JP,1709743497
392,rongelap,11.1635,166.8941,299.14,78,100,11.19,MH,1709743498
393,daoukro,7.0591,-3.9631,307.28,45,72,2.79,CI,1709743499
394,syas'stroy,60.1367,32.5691,270.73,96,100,2.23,RU,1709743500
395,malango,-2.9627,119.9001,294.48,99,100,1.02,ID,1709743501
396,cranbrook,49.4999,-115.7688,263.06,67,20,3.09,CA,1709743502
397,sylvan lake,52.3168,-114.0853,253.91,84,75,0.0,CA,1709743503
398,arkhangel'sk,64.5401,40.5433,271.21,100,75,4.0,RU,1709743504
399,tamanrasset,22.785,5.5228,301.1,6,0,5.14,DZ,1709743211
400,hami,42.8,93.45,273.76,25,0,3.92,CN,1709743506
401,pathein,16.7833,94.7333,296.75,66,82,5.09,MM,1709743507
402,soio,-6.1349,12.3689,302.24,77,75,3.72,AO,1709743507
403,nishinoomote,30.7333,131.0,285.8,70,100,3.45,JP,1709743508
404,sangmelima,2.9333,11.9833,296.87,90,94,1.74,CM,1709743509
405,olyokminsk,60.3736,120.4264,244.52,100,90,0.1,RU,1709743510
406,cape canaveral,28.4058,-80.6048,299.84,79,75,6.69,US,1709743512
407,broome,42.2506,-75.833,286.04,94,100,0.45,US,1709743512
408,werota,11.9167,37.7,299.64,29,86,4.39,ET,1709743513
409,duong dong,10.2167,103.9667,300.15,83,40,2.57,VN,1709743514
410,kirensk,57.7853,108.1119,263.04,97,91,2.28,RU,1709743515
411,kiunga,-6.1219,141.2906,297.13,99,100,0.39,PG,1709743516
412,san julian,21.0167,-102.1667,294.77,19,0,2.48,MX,1709743517
413,polva,58.0603,27.0694,273.72,63,9,1.59,EE,1709743238
414,kavieng,-2.5744,150.7967,300.58,83,99,2.42,PG,1709743518
415,ende,-8.8432,121.6623,299.84,89,87,1.43,ID,1709743519
416,alice springs,-23.7,133.8833,299.9,74,100,0.0,AU,1709743520
417,bazarak,35.3129,69.5152,271.18,86,100,1.42,AF,1709743521
418,arafat,21.3594,39.9664,299.53,51,0,4.01,SA,1709743522
419,panaba,21.2833,-88.2667,306.43,43,18,3.38,MX,1709743523
420,karratha,-20.7377,116.8463,301.21,79,62,2.55,AU,1709743523
421,bouna,9.2667,-3.0,312.5,17,68,3.65,CI,1709743524
422,chibougamau,49.9168,-74.3659,268.94,54,40,4.12,CA,1709743525
423,san agustin de valle fertil,-30.6335,-67.4682,298.99,50,9,5.01,AR,1709743526
424,mitu,1.1983,-70.1733,306.68,54,98,1.0,CO,1709743527
425,markaz-e hukumat-e darweshan,31.1323,64.1934,283.53,69,1,2.82,AF,1709743311
426,tura,25.5198,90.2201,290.04,24,0,1.62,IN,1709743528
427,nizao,18.25,-70.2,303.35,58,0,6.22,DO,1709743529
428,sault ste. marie,46.5168,-84.3333,279.31,44,0,4.12,CA,1709743530
429,kittila,67.6647,24.8936,274.23,69,40,2.57,FI,1709743532
430,shizuishan,39.2333,106.7694,271.59,29,0,8.6,CN,1709743533
431,mount gambier,-37.8333,140.7667,285.71,91,44,3.13,AU,1709743534
432,kristiansund,63.1115,7.732,280.51,42,0,1.03,NO,1709743469
433,kaa-khem,51.6833,94.7333,253.93,89,53,1.73,RU,1709743535
434,kudymkar,59.0173,54.656,254.95,100,54,1.25,RU,1709743241
435,bridgewater,44.3835,-64.5155,285.43,85,100,6.17,CA,1709743537
436,guatrache,-37.6678,-63.5302,304.5,27,45,7.19,AR,1709743538
437,macau,22.2006,113.5461,292.04,77,40,7.2,MO,1709743539
438,pangai,-19.8,-174.35,301.12,74,41,7.53,TO,1709743539
439,ballina,-28.8667,153.5667,290.81,89,29,2.41,AU,1709743540
440,lensk,60.7253,114.9278,253.66,100,96,1.16,RU,1709743541
441,tosontsengel,48.7567,98.2839,248.82,99,50,0.14,MN,1709743542
442,dhromolaxia,34.8755,33.5868,290.22,62,40,4.47,CY,1709743543
443,mega,4.05,38.3,292.68,65,41,3.61,ET,1709743544
444,nan,18.8333,100.6667,297.74,29,50,0.42,TH,1709743544
445,mana,5.6592,-53.7767,300.92,80,93,4.93,GF,1709743545
446,maturin,9.75,-63.1767,305.06,48,25,4.63,VE,1709743546
447,carauari,-4.8828,-66.8958,308.7,43,38,2.02,BR,1709743547
448,riberalta,-10.9833,-66.1,304.26,66,75,2.06,BO,1709743548
449,hovd,48.0056,91.6419,262.96,63,7,1.16,MN,1709743549
450,carolina beach,34.0352,-77.8936,292.64,97,100,0.89,US,1709743550
451,bengkulu,-3.8004,102.2655,298.54,91,99,1.67,ID,1709743463
452,nova vicosa,-17.8919,-39.3719,304.59,59,8,6.49,BR,1709743551
453,ugoofaaru,5.6667,73.0,301.48,74,16,5.76,MV,1709743552
454,saguenay,48.4168,-71.0657,278.75,58,40,4.63,CA,1709743553
455,scottburgh,-30.2867,30.7532,295.56,73,97,1.52,ZA,1709743555
456,niquero,20.0431,-77.5828,301.36,60,4,0.96,CU,1709743556
457,barra de santo antonio,-9.4047,-35.5072,305.75,66,47,5.02,BR,1709743556
458,kabompo,-13.5927,24.2008,296.24,64,54,1.43,ZM,1709743557
459,yelizovo,53.1873,158.3805,260.26,65,0,2.0,RU,1709743558
460,sligo,54.2697,-8.4694,283.48,87,75,6.17,IE,1709743559
461,javanrud,34.7961,46.5172,279.72,59,0,1.49,IR,1709743560
462,san andres,12.5847,-81.7006,303.16,62,20,4.12,CO,1709743561
463,undurkhaan,47.3194,110.6556,254.36,96,57,1.88,MN,1709743562
464,tadine,-21.55,167.8833,299.24,87,100,5.83,NC,1709743563
465,krasnapollye,53.3337,31.4014,270.84,74,20,3.1,BY,1709743564
466,ribeira brava,32.65,-17.0667,294.66,64,100,5.14,PT,1709743565
467,ndago,-4.6,34.35,291.33,91,44,1.17,TZ,1709743566
468,sala,34.0389,-6.8166,291.84,68,33,3.6,MA,1709743567
469,westport,41.1415,-73.3579,283.67,93,100,0.89,US,1709743567
470,capilla del monte,-30.8609,-64.5251,297.09,58,15,1.79,AR,1709743568
471,key west,24.5557,-81.7826,301.15,81,0,2.57,US,1709743569
472,vitoria da conquista,-14.8661,-40.8394,301.95,49,43,2.85,BR,1709743570
473,plastun,44.7561,136.2939,264.5,74,2,2.25,RU,1709743571
474,buka,40.8108,69.1986,281.5,55,100,1.43,UZ,1709743572
475,maloye ganyushkino,46.6,49.2667,275.39,71,96,3.33,KZ,1709743573
476,ishigaki,24.3448,124.1572,293.22,83,75,6.69,JP,1709743573
477,masterton,-40.9597,175.6575,282.09,92,100,1.23,NZ,1709743574
478,kavaratti,10.5669,72.642,300.72,72,13,5.15,IN,1709743575
479,cidreira,-30.1811,-50.2056,296.41,59,0,4.23,BR,1709743373
480,midelt,32.6852,-4.7451,290.31,24,55,3.26,MA,1709743577
481,belmonte,-15.8631,-38.8828,303.76,58,2,3.34,BR,1709743578
482,celestun,20.8667,-90.4,301.68,65,0,3.03,MX,1709743578
483,thinadhoo,0.5333,72.9333,301.48,67,100,4.73,MV,1709743579
484,la foa,-21.7108,165.8276,299.56,80,100,1.5,NC,1709743580
485,albuquerque,35.0845,-106.6511,286.18,35,100,1.54,US,1709743581
486,dipayal,29.2608,80.94,288.96,57,99,0.96,NP,1709743582
487,lexington,37.9887,-84.4777,288.23,87,100,1.34,US,1709743493
488,kimbe,-5.5502,150.1429,298.92,92,100,0.83,PG,1709743305
489,parscov,45.2833,26.55,281.7,57,98,3.16,RO,1709743585
490,zheleznogorsk-ilimskiy,56.5768,104.1217,263.91,98,100,2.24,RU,1709743586
491,luganville,-15.5333,167.1667,299.53,90,100,4.58,VU,1709743587
492,ambon,-3.6954,128.1814,303.08,95,40,3.09,ID,1709743588
493,vanino,49.0869,140.2543,259.22,96,98,1.78,RU,1709743589
494,okha,53.5739,142.9478,249.87,100,75,2.33,RU,1709743580
495,pandan,14.0453,124.1694,298.12,87,28,2.99,PH,1709743591
496,diapaga,12.0708,1.7889,313.11,6,99,3.56,BF,1709743591
497,garden city,42.3256,-83.331,280.45,82,100,4.63,US,1709743592
498,kenora,49.8167,-94.4337,265.69,53,75,4.12,CA,1709743593
499,tumayr,25.7039,45.868,291.79,22,45,5.9,SA,1709743594
500,luderitz,-26.6481,15.1594,292.67,66,4,5.26,NA,1709743595
501,zrnovci,41.8542,22.4444,283.84,75,98,1.67,MK,1709743596
502,fada,9.5667,8.3,308.41,19,100,2.48,NG,1709743597
503,bodo,67.28,14.405,277.17,71,0,0.89,NO,1709743597
504,nicoya,10.1483,-85.452,308.3,35,47,1.17,CR,1709743577
505,capitan bado,-23.2667,-55.5333,303.76,53,57,1.58,PY,1709743599
506,luton,51.8797,-0.4175,283.66,75,20,2.57,GB,1709743378
507,pailin,12.849,102.6093,297.38,89,2,2.13,KH,1709743601
508,cangzhou,38.3167,116.8667,275.63,50,27,3.18,CN,1709743601
509,el tigre,8.8875,-64.2454,307.72,35,12,5.28,VE,1709743602
510,elesbao veloso,-6.2019,-42.1403,303.52,67,99,2.42,BR,1709743603
511,ninghai,29.2892,121.4247,278.5,92,24,2.45,CN,1709743604
512,patong,7.8961,98.2966,304.27,69,98,6.25,TH,1709743605
513,morant bay,17.8815,-76.4093,303.94,67,52,5.21,JM,1709743606
514,el calafate,-50.3408,-72.2768,284.12,48,84,3.95,AR,1709743606
515,san antonio de pale,-1.4014,5.6325,300.88,78,100,1.61,GQ,1709743607
516,raduzhny,62.0961,77.475,255.68,95,100,4.54,RU,1709743608
517,tuguegarao,17.6131,121.7269,295.22,97,12,2.79,PH,1709743609
518,novodvinsk,64.4165,40.8122,271.01,97,100,2.82,RU,1709743610
519,vorkuta,67.5,64.0,252.55,99,100,4.67,RU,1709743611
520,katsuura,35.1333,140.3,280.59,71,100,9.28,JP,1709743612
521,tamandare,-8.7597,-35.1047,303.82,64,41,4.79,BR,1709743613
522,rafraf,37.1904,10.1837,290.33,64,3,3.03,TN,1709743614
523,gundorovskiy,46.7805,41.8968,282.36,62,99,5.45,RU,1709743615
524,kruisfontein,-34.0033,24.7314,292.53,78,0,2.75,ZA,1709743616
525,ilomantsi,62.6716,30.9328,269.65,89,100,1.81,FI,1709743617
526,san jose de jachal,-30.2406,-68.7469,300.68,42,0,3.61,AR,1709743618
